ID,Performance Index,Previous Scores (out of 10),Sample Question Papers Practiced,Hours Studied,Hours Prepared for Exams,Hours Free time,Sleep Hours,Hours Not Sleep,Extracurricular Activities,Has a car,Sex,Height,Weight,BMI,Eye color,Nails length,Favorite Subject,Least Favorite Subject
778,35.0,5,9,4,2,12,6,18,Yes,No,m,1.72270941798848,63.84317481391079,21.51247703037678,gray,0.0055550147175233,PE,Data Science
779,66.0,6,5,9,4,6,5,19,No,No,m,1.7335214595835555,55.76034855939263,18.55525962663045,green,0.0089512146394401,Data Science,Algebra
780,38.0,3,7,9,4,7,7,17,No,No,f,1.635224138455432,73.2742349410355,27.402911865942823,blue,0.0076493898976738,,Art
781,70.0,8,0,7,3,7,6,18,No,No,f,1.6254729359543187,83.83235199433922,31.728691719031044,hazel,0.0053093659079074,PE,Algebra
782,47.0,6,7,2,1,10,6,18,Yes,No,f,1.5259387078235784,73.52199911942651,31.574983181300286,gray,0.0007388950697602,Music,History
783,61.0,8,5,2,1,8,6,18,Yes,No,f,1.6046491951401378,73.33099452747071,28.47917273787116,brown,0.0018476846405159,Music,Machine Learning
784,83.0,10,9,5,2,10,7,17,Yes,No,m,1.6873389767110387,57.423588257403416,20.169059619648195,brown,0.005520144958207,Drama,Biology
785,37.0,4,3,9,4,6,5,19,Yes,No,m,1.6433064036386735,78.70053522071436,29.143425065582598,brown,0.0020732130480178,Music,Algebra
786,85.0,9,5,6,3,9,6,18,No,No,f,1.6181633790272738,82.56856515731741,31.53334199545531,brown,0.0070259838478036,Machine Learning,Drama
787,66.0,7,4,7,3,5,9,15,No,Yes,m,1.7016226593742845,59.55190133078678,20.566913030188783,gray,0.0004408321583005,Drama,History
788,44.0,5,8,9,4,5,9,15,No,No,f,1.6825053042524023,51.72968990159339,18.27372104216477,gray,0.0043179915557296,Algebra,Drama
789,69.0,7,4,5,2,7,4,20,Yes,No,m,1.7819914450890473,73.10502685939919,23.02162691268372,brown,0.0060756905469381,Machine Learning,Art
790,40.0,5,6,3,2,6,8,16,No,No,m,1.7399363457019017,74.82705240653364,24.7167814416058,blue,0.0032888504455604,,Biology
791,59.0,7,1,2,1,13,4,20,Yes,Yes,f,1.6371330412732117,62.68953093528323,23.38983040930693,gray,0.0042219177062705,Music,Art
792,67.0,8,1,3,2,7,9,15,No,No,f,1.551831504865479,71.5364207124258,29.70558281681202,brown,0.0085710301423844,Drama,Machine Learning
793,78.0,8,2,9,4,3,8,16,Yes,Yes,f,1.589200975538976,61.51827629372963,24.35827405048772,green,0.0028645904882849,PE,Data Science
794,54.0,6,7,6,3,6,8,16,No,No,m,1.6915394017179792,56.56898245694613,19.77033962873989,green,0.0091083065353241,Music,PE
795,38.0,4,5,6,3,11,5,19,No,No,m,1.6751071336501386,83.28179132694713,29.68006732102946,brown,0.0085111999161335,Art,Machine Learning
796,75.0,8,4,9,4,8,5,19,Yes,Yes,m,1.6992440068757673,66.94871012491342,23.18626100228808,gray,0.0021781922073113,Music,PE
797,85.0,8,7,7,3,5,9,15,Yes,No,m,1.6940671574310031,82.95403270486095,28.90521856714381,brown,0.0060581582604026,Music,Algebra
798,41.0,4,0,9,4,7,6,18,Yes,No,f,1.59889793537846,63.46263547967131,24.82427765450786,brown,0.0087027035241362,Machine Learning,History
799,41.0,6,3,3,2,10,6,18,Yes,No,f,1.5856759061713113,90.0797235150282,35.82598914319912,brown,0.003129769048187,PE,Art
800,71.0,8,3,5,2,6,6,18,Yes,,f,1.5473197975302082,79.7988187000203,33.33007553017765,gray,0.0054507801121789,,Art
801,75.0,8,9,9,4,5,8,16,No,Yes,m,1.7909230748605014,62.718422156603296,19.554254345902887,brown,0.0095266987015305,History,Biology
802,54.0,8,3,1,1,12,7,17,Yes,No,f,1.57249894162502,73.49096580691601,29.72030289421584,brown,0.0031316647860259,Music,PE
803,68.0,7,3,4,2,14,5,19,No,No,m,1.7016885227542504,76.03887574157162,26.258840645325524,gray,0.0031912553694453,Drama,History
804,74.0,7,2,6,3,7,9,15,Yes,Yes,f,1.5749233537576228,89.58084018431109,36.11572067326867,brown,0.0033352832939431,Data Science,History
805,57.0,8,8,4,2,11,7,17,No,Yes,m,1.6395256511498022,76.5044371323539,28.4610024479678,brown,0.0032345188013348,Music,Machine Learning
806,28.0,4,9,3,2,7,9,15,Yes,No,f,1.586263387378619,80.21002606872008,31.8770450892555,brown,0.0013136422967319,Music,Machine Learning
807,28.0,4,5,1,1,13,8,16,Yes,No,m,1.580097069386383,81.21339633714723,32.52820796033523,blue,0.002105746939344,Drama,Biology
808,53.0,7,3,2,1,16,5,19,Yes,Yes,m,1.705783534589101,63.36458864780736,21.777036743223466,brown,0.0061991413710786,,Art
809,47.0,7,3,1,1,12,8,16,Yes,No,f,1.5610244602925447,65.51550751498107,26.885907067615,brown,0.008919027201503,,Algebra
810,50.0,6,7,4,2,7,6,18,No,,m,1.737682514300477,79.3815304615961,26.289274782874426,gray,0.0066820480943485,,Drama
811,59.0,7,9,3,2,9,6,18,Yes,No,m,1.709241486693817,64.1860561402776,21.97019141415704,,0.0018498892095321,Music,Algebra
812,45.0,5,6,4,2,5,9,15,No,No,f,1.6111522844401347,56.67561987197384,21.83348670044358,brown,0.0070072869846979,Algebra,Machine Learning
813,63.0,6,2,7,3,4,9,15,No,,m,1.7121275834352618,66.0037806933731,22.516276049248727,brown,0.004804592342677,PE,Biology
814,80.0,9,5,5,2,12,6,18,Yes,Yes,f,1.6329299064053413,58.10671807389592,21.791707487558224,gray,0.0086625608071471,History,PE
815,70.0,8,9,8,3,6,7,17,Yes,No,m,1.7216456557603608,74.42137392622458,25.107885609663853,brown,0.0092544260130569,Biology,Data Science
816,67.0,7,9,6,3,5,8,16,Yes,No,f,1.566503356860565,56.26475088528134,22.92839952285892,hazel,0.0032262730851775,Machine Learning,Algebra
817,51.0,7,5,1,1,9,9,15,Yes,No,f,1.5579421977814942,51.75951515558265,21.324925290625885,brown,0.0010850771173316,Machine Learning,Data Science
818,50.0,5,5,4,2,8,6,18,No,No,f,1.579541945534283,65.29101805400354,26.169240220057112,brown,0.0096902779282046,History,Algebra
819,82.0,7,8,8,3,5,8,16,Yes,No,m,1.731408072956313,63.14058511298831,21.06249066848592,gray,0.0053476882101436,Drama,PE
820,61.0,8,5,4,2,8,6,18,Yes,No,f,1.6433448765859209,62.587490260224286,23.175553038081997,gray,0.0017140811063552,History,Biology
821,48.0,6,2,3,2,13,6,18,No,No,f,1.6820902845189127,85.92571193137849,30.36858342903613,brown,0.0006715074431358,PE,Algebra
822,26.0,4,7,3,2,11,7,17,No,No,m,1.7235239835124714,65.24265628133018,21.963268569505605,brown,0.005958286650952,Music,History
823,27.0,6,6,1,1,15,4,20,No,No,f,1.5965993809331602,65.742842743681,25.790310220813208,brown,0.0091373544373451,History,
824,53.0,5,8,7,3,8,4,20,Yes,No,m,1.736663174262277,71.45878674975775,23.693239687330927,brown,0.0083250668685999,Art,Biology
825,75.0,9,6,5,2,8,9,15,No,No,m,1.689337643936783,93.9632432637774,32.924946601159974,brown,0.0011300953413633,Algebra,
826,42.0,5,1,8,3,4,8,16,No,No,m,1.6957687113547089,80.82513836274092,28.10691763978655,brown,0.0059935031949208,Drama,History
827,78.0,8,0,5,2,9,4,20,Yes,,f,1.57346340751142,78.48512859948295,31.701081553031543,blue,0.0059020199147268,Data Science,PE
828,61.0,9,6,1,1,17,4,20,No,,m,1.712766590267644,68.23771732698778,23.26098625651437,brown,0.007416466464526,PE,Machine Learning
829,25.0,4,1,1,1,10,9,15,No,No,m,1.6293206554397484,56.8835117164642,21.4275873077412,brown,0.0064379022498354,PE,History
830,37.0,5,2,9,4,8,6,18,No,No,m,1.7295672174258336,69.54734119732794,23.24907302243841,green,0.0027755072670434,,History
831,71.0,8,1,8,3,5,9,15,Yes,No,f,1.5288446762897978,78.95126447428984,33.77787773957681,brown,0.0002741217905085,Machine Learning,PE
832,74.0,9,5,3,2,7,6,18,Yes,No,f,1.58088557460032,69.19192703104235,27.685639076554253,green,0.0030107898945116,Biology,Data Science
833,61.0,7,2,6,3,8,6,18,Yes,No,f,1.540383414340801,78.79272155412764,33.20690761441558,brown,0.0011204450707001,,Data Science
834,59.0,7,1,2,1,13,6,18,No,No,m,1.6235723448956816,71.29866263668157,27.0481828374129,brown,0.0060627805222243,PE,Machine Learning
835,37.0,5,1,5,2,10,7,17,Yes,No,m,1.6487092893780877,67.28528436345411,24.75323257480285,brown,0.0078517278631235,Music,
836,68.0,9,8,3,2,13,7,17,Yes,Yes,m,1.7359561786055024,80.27439825263261,26.63787292992348,gray,0.0058070841498482,History,PE
837,73.0,7,3,7,3,8,5,19,Yes,No,f,1.6115045818242526,85.23375025135506,32.82075055267087,brown,0.0071805054367188,Data Science,Biology
838,66.0,8,3,6,3,7,9,15,No,No,f,1.5889978538572285,50.45262733675276,19.981917700461125,gray,0.0007722523777659,Music,Algebra
839,76.0,10,7,4,2,13,4,20,Yes,No,f,1.607017315667803,75.17092100140997,29.107758206078664,brown,0.0045686439702922,PE,Art
840,72.0,9,3,4,2,8,8,16,Yes,No,m,1.7433019951101796,66.14653287951522,21.76515833557844,green,0.0095170474979208,,Art
841,54.0,5,7,8,3,8,4,20,Yes,No,f,1.5335842667064423,77.038533974793,32.75614017054168,gray,0.0098085647423143,Drama,
842,78.0,7,4,9,4,6,6,18,Yes,No,f,1.589079774406262,62.5755180111937,24.78067051681835,hazel,0.0033976849734191,Biology,
843,67.0,7,4,5,2,8,4,20,No,No,f,1.6362703110944046,63.79835078673095,23.828645218257968,gray,0.0074160843996344,PE,Drama
844,57.0,7,8,5,2,6,7,17,No,No,m,1.6986654978558091,66.71906048161352,23.122468182129538,gray,0.0027749650799905,,Biology
845,49.0,5,3,8,3,4,8,16,No,No,m,1.7846361894308642,60.73885363872081,19.07072483680273,brown,0.0015575486956198,Art,PE
846,24.0,4,4,2,1,12,6,18,No,No,m,1.749347999020408,66.32355544725961,21.672817527489,brown,0.0089476231064745,Machine Learning,History
847,23.0,3,0,4,2,10,7,17,Yes,No,m,1.716534356126982,66.7563103544185,22.65621329756469,gray,0.0090753863005622,Drama,Art
848,73.0,9,7,2,1,9,9,15,No,No,f,1.578659919318556,63.65205663699295,25.54084579373538,brown,0.0098897440500676,,Biology
849,48.0,4,5,9,4,8,4,20,No,,f,1.6191374903695874,64.77928696552875,24.709770159687764,brown,0.0037709934486348,Art,
850,56.0,7,0,3,2,8,6,18,Yes,No,f,1.5870010798894651,68.24898190840618,27.09828042318644,brown,0.0047640888824636,Music,Data Science
851,50.0,5,0,7,3,11,4,20,No,No,f,1.6128603537407218,64.23094955824675,24.691689636583508,gray,0.0048843893076336,Art,
852,54.0,6,3,8,3,5,8,16,Yes,No,f,1.676216226095516,46.13365786020647,16.41941991077147,gray,0.0029133709621753,,PE
853,69.0,7,6,6,3,7,7,17,No,No,m,1.680383539663091,62.65530121549928,22.189166284793146,gray,0.0090417799908435,Machine Learning,PE
854,77.0,9,8,6,3,9,7,17,Yes,No,f,1.610619398704421,68.36343102346902,26.35348167388751,brown,0.0094227658975645,Drama,Machine Learning
855,80.0,9,1,6,3,8,9,15,Yes,No,m,1.6395780658346863,74.74438961881887,27.80445585976561,brown,0.0093270940794884,Machine Learning,Algebra
856,90.0,8,6,9,4,4,8,16,No,No,f,1.5763781773577683,59.228785773538846,23.83482684946013,brown,0.0049159848186461,,PE
857,76.0,8,1,6,3,7,9,15,Yes,Yes,f,1.569396957810889,75.02857277947706,30.462186478220364,brown,0.0013985418093525,Data Science,PE
858,88.0,9,3,8,3,5,6,18,Yes,No,f,1.628105286324005,63.4353113146899,23.93128962054732,hazel,0.0080606802793311,Biology,Drama
859,72.0,7,6,9,4,5,7,17,Yes,No,m,1.6782646022256935,76.39135862632034,27.122103248165036,green,9.073442137561228e-05,Art,Algebra
860,81.0,9,6,4,2,6,7,17,Yes,No,m,1.6023072460595225,69.54930896074478,27.08951476134574,gray,0.006645079069824,Drama,PE
861,69.0,9,8,2,1,6,9,15,Yes,No,f,1.5214013260468495,60.30197303438609,26.052172268489908,brown,0.0098122717152937,History,PE
862,46.0,6,8,4,2,12,4,20,Yes,,f,1.5878579800724255,60.44463196451139,23.973664626235063,gray,0.0079548538034861,Machine Learning,History
863,83.0,8,3,7,3,6,4,20,No,Yes,f,1.6699832542099322,80.17083082800168,28.74697503146127,gray,0.0068500180226212,History,Art
864,23.0,3,9,4,2,10,4,20,No,No,f,1.585684503092188,62.16204848553382,24.722464050857923,gray,0.0041925511018228,Drama,Art
865,19.0,4,9,1,1,8,6,18,Yes,No,f,1.5184268919961483,79.89731426190566,34.65328476443746,gray,0.0034932578684277,Biology,Data Science
866,45.0,6,3,2,1,9,5,19,Yes,No,m,1.731473864267561,74.33860793410318,24.796052276007337,brown,0.0064376700131662,Drama,Art
867,72.0,10,5,4,2,9,5,19,No,No,m,1.7789363243694962,74.64443192045754,23.587212025465806,gray,0.0095655580070961,PE,Algebra
868,44.0,6,2,5,2,13,4,20,Yes,No,f,1.6018749024614225,52.74635254755903,20.555840492755507,gray,0.0055234262935716,Drama,Data Science
869,34.0,5,5,1,1,15,6,18,No,No,f,1.472639187095453,48.30612275651672,22.274577482306103,brown,0.0092103637121375,History,
870,45.0,5,0,5,2,5,9,15,No,No,f,1.6221881875683224,83.71070226664318,31.811087487086112,brown,0.0046758494347909,Biology,Art
871,38.0,6,7,1,1,15,7,17,No,No,m,1.5854558780955694,75.2813612105713,29.948780462997625,hazel,0.0090686470354195,Music,Data Science
872,40.0,5,2,5,2,6,9,15,Yes,No,m,1.6227628525359363,72.27805483014123,27.44709219917619,brown,0.0022046478029717,History,Art
873,42.0,5,7,8,3,6,4,20,Yes,No,f,1.582378516246334,84.76877269217957,33.85440142442501,gray,0.0039743317271832,Drama,Machine Learning
874,71.0,7,5,6,3,8,6,18,Yes,No,f,1.5464567653339385,82.3162096303508,34.419915422037256,brown,0.0022889871828229,Data Science,Machine Learning
875,69.0,9,8,3,2,10,7,17,No,No,m,1.6862183147711718,66.83161819873781,23.504681612502196,brown,0.0038828745812423,Drama,Data Science
876,50.0,7,0,4,2,8,4,20,No,No,m,1.7092177330805094,71.40769407516613,24.442759181773432,gray,0.0026573259702667,PE,Machine Learning
877,43.0,4,0,7,3,7,4,20,No,No,m,1.6623075819674025,59.02026111763824,21.35887406455313,brown,0.0086162751826065,,Art
878,71.0,7,1,6,3,5,7,17,Yes,No,f,1.6291890868557146,63.56731166164759,23.94919170533793,green,0.0038259607054118,History,Art
879,69.0,9,2,1,1,7,8,16,No,No,m,1.7288404745115096,69.50071379418911,23.253023050147668,brown,0.0014429811466385,Art,
880,59.0,8,3,3,2,12,8,16,No,,f,1.5912319509649735,67.64696306317627,26.71660829158348,hazel,0.0014834411646347,Drama,Algebra
881,45.0,5,7,6,3,8,9,15,No,No,f,1.6116846245537233,77.35036325279556,29.77845984084133,gray,0.0079994625431711,Machine Learning,Algebra
882,83.0,8,7,7,3,11,5,19,Yes,No,m,1.750659391753993,71.80487381326347,23.42883033636366,blue,0.0031500799325739,,Algebra
883,34.0,4,6,8,3,8,5,19,No,No,m,1.6728074402690674,70.22902194682068,25.097167968005987,brown,0.0059995514394663,Art,Drama
884,65.0,7,5,3,2,8,7,17,No,Yes,f,1.5745928577618944,87.89234473099178,35.449857688289164,,0.0047423218072959,Biology,PE
885,72.0,7,5,5,2,9,7,17,Yes,No,f,1.6908985176012912,60.178403305792806,21.047745013406917,blue,0.0081883801305947,History,Data Science
886,40.0,4,1,6,3,5,9,15,No,No,m,1.7221536803062731,72.94324397657208,24.59468504345521,brown,0.0060648558471474,Machine Learning,Data Science
887,27.0,5,5,2,1,12,4,20,No,No,f,1.6404748316577986,79.0515078550885,29.374535962463224,gray,0.0067168792605307,Art,
888,52.0,5,3,6,3,13,4,20,No,No,f,1.6420273144647188,46.82145127701499,17.365373018075474,gray,0.0018977730255924,Algebra,
889,42.0,6,3,4,2,14,5,19,Yes,No,m,1.712424726797522,60.53361073483036,20.64303738774923,brown,0.0074222785922953,PE,Biology
890,90.0,9,2,8,3,7,5,19,No,No,m,1.6549632302318782,75.0265942615569,27.39293294575796,gray,0.0029656317890564,Data Science,Drama
891,69.0,9,0,4,2,11,8,16,No,No,f,1.5930755595737072,86.88405043066687,34.23476170467504,,0.0022064930422458,Art,History
892,41.0,5,5,3,2,9,5,19,No,No,m,1.6152130950989283,75.19688262528219,28.82306644610348,gray,0.0043930955345145,,Algebra
893,17.0,3,7,1,1,9,5,19,Yes,No,f,1.5013868078800403,71.44019855717971,31.69257026060276,brown,0.0082876819841112,Algebra,History
894,46.0,5,9,6,3,8,4,20,Yes,No,m,1.6470592486969449,79.11993021737929,29.16536738247681,gray,0.0093463864117364,,Algebra
895,15.0,3,4,1,1,7,8,16,No,No,m,1.655981944471753,69.02147696579217,25.1694110736586,brown,0.0048615352806265,,Algebra
896,67.0,8,5,4,2,9,9,15,No,No,f,1.589443422844698,69.57054530788692,27.538181649333115,gray,0.0029420772173082,Drama,
897,53.0,6,0,6,3,12,4,20,No,No,f,1.7423126387990235,48.70541074147058,16.044457461257895,hazel,0.0074685883381779,History,Algebra
898,76.0,8,4,5,2,12,4,20,No,No,m,1.6722748806057914,66.2380660809815,23.686031996536293,brown,0.0060810811992285,Machine Learning,
899,21.0,4,4,3,2,10,9,15,No,No,m,1.7761730727415128,83.06572937009263,26.330027899989684,brown,0.0001336692103189,Art,PE
900,72.0,8,9,4,2,7,8,16,Yes,No,m,1.7200656224168531,65.63339538702276,22.183743749481724,brown,0.0026149724301043,Biology,Art
901,47.0,5,1,4,2,11,5,19,Yes,No,m,1.7125338982565066,63.82583371558875,21.762968972793143,green,0.0029515776786662,PE,Art
902,53.0,6,9,9,4,9,4,20,No,No,m,1.7017651631666368,80.27308933602515,27.718563492610983,hazel,0.0066080245921912,PE,Machine Learning
903,62.0,6,0,8,3,8,7,17,No,No,m,1.7224323804908557,74.79311033836079,25.210254589775435,brown,0.0032461907766635,Machine Learning,PE
904,28.0,4,6,3,2,9,7,17,Yes,No,f,1.6117598801341426,65.4633480822121,25.19982535778916,brown,0.0084979298871547,Algebra,Art
905,49.0,6,9,6,3,7,4,20,No,No,m,1.710837852283844,53.79073416254235,18.37764131212865,green,0.0093175632630505,Art,History
906,59.0,7,4,6,3,9,4,20,Yes,,f,1.5969763916902533,64.13620055765082,25.14816127109796,gray,0.0023585360509769,Machine Learning,Algebra
907,90.0,10,2,8,3,5,5,19,No,No,m,1.7568899846495365,71.74298941120341,23.24290113135449,hazel,0.0029624340180911,Algebra,Drama
908,25.0,3,1,4,2,10,9,15,No,No,m,1.634995099151794,81.36835380242152,30.43845602278013,gray,0.0092812726359973,Biology,Art
909,57.0,7,7,2,1,7,8,16,Yes,No,m,1.6980107866893617,66.29875407828864,22.994526835205303,gray,0.0049339052715068,Music,Algebra
910,74.0,9,3,5,2,8,6,18,Yes,No,m,1.706841449551774,61.293467076793625,21.03913237980276,brown,0.0064542181737308,Music,Data Science
911,76.0,8,9,8,3,5,9,15,Yes,,m,1.7049686088943312,57.1712492774453,19.667307477177864,brown,0.004463572475439,Data Science,
912,52.0,8,7,1,1,9,6,18,Yes,No,f,1.736614110157821,99.58940776546105,33.022237681347875,brown,0.0036180491470434,PE,Biology
913,27.0,5,7,1,1,13,5,19,No,No,f,1.590050632573635,70.52917545253334,27.8963188760422,hazel,0.0048209021298986,,Machine Learning
914,48.0,6,4,4,2,9,4,20,No,Yes,m,1.6918668108283,80.2837661694015,28.04757999581362,gray,0.0099277423433347,Art,PE
915,69.0,9,3,1,1,10,8,16,No,Yes,m,1.7321714116822438,74.06436457178286,24.684683774832216,,0.0041669712143788,Biology,Drama
916,37.0,3,4,8,3,6,7,17,Yes,No,m,1.5983809666576547,86.19762923016175,33.73919547437106,brown,0.0047545747189601,Machine Learning,PE
917,47.0,6,5,5,2,5,8,16,Yes,,m,1.757561891042887,79.18982431939726,25.635873798610078,brown,0.003371328830866,Machine Learning,Drama
918,57.0,6,4,5,2,13,4,20,No,Yes,m,1.769124846218257,66.52741139691831,21.25610376007668,gray,0.0012290505564572,Drama,Art
919,41.0,7,7,1,1,15,7,17,Yes,No,f,1.5851410366796557,74.53685440946494,29.664377706330534,brown,7.646145502089085e-05,Machine Learning,Biology
920,20.0,4,6,3,2,14,4,20,No,No,f,1.646472701270796,76.40011970498901,28.18285395660469,brown,0.0027234712359076,Drama,Machine Learning
921,83.0,9,4,8,3,6,7,17,Yes,No,f,1.603089783243575,77.68700843023794,30.22962121429852,,0.0002475260160986,PE,
922,36.0,5,4,1,1,12,4,20,No,No,f,1.4614260463565785,70.12813695690194,32.835120530797994,,0.0064610757838546,Music,Biology
923,69.0,7,5,5,2,8,8,16,No,Yes,f,1.6199019578995169,76.779772941602,29.2596658972137,brown,0.0057728956571103,Drama,Biology
924,35.0,3,9,8,3,10,5,19,No,No,f,1.6906960916981657,65.94627604929937,23.07061537020103,,0.0085989804088174,Art,PE
925,22.0,5,0,2,1,13,5,19,No,No,f,1.6189294816238036,72.94606872596212,27.832103303969834,brown,0.0052621536053662,Algebra,PE
926,54.0,5,0,9,4,5,9,15,Yes,No,f,1.66256717734322,58.00961952449124,20.986577156870517,brown,0.0093400397918796,Biology,PE
927,69.0,8,7,6,3,13,4,20,No,No,m,1.7802723647325729,74.97836192652896,23.657183982313715,brown,0.0081095055730698,Art,
928,54.0,7,1,3,2,11,5,19,Yes,No,f,1.673812175922993,62.04025452668751,22.144206636992493,gray,0.0010702203885135,,Algebra
929,63.0,9,7,2,1,10,6,18,Yes,Yes,m,1.6353336966718726,75.94353494284456,28.39736457422078,brown,0.0060171761994883,Machine Learning,Art
930,75.0,10,1,3,2,7,9,15,No,Yes,f,1.624746959059405,84.72943160832848,32.09688065666528,brown,0.0097297792193215,Drama,Art
931,63.0,6,6,8,3,7,4,20,No,Yes,m,1.7239689323892329,63.85422532804344,21.48477303507539,gray,0.0027481352679219,,History
932,78.0,8,8,7,3,7,5,19,No,No,f,1.5657802947242687,40.08522757859518,16.350186363360578,brown,0.00238566241005,Art,Drama
933,77.0,8,3,8,3,6,7,17,No,,m,1.6646885534991116,73.86875588771935,26.655988845511388,green,0.0018076410927443,Drama,
934,90.0,8,9,9,4,4,7,17,Yes,,f,1.6238590093635374,57.96798260496601,21.983232241556625,blue,0.0024476344956718,Art,Biology
935,30.0,4,6,4,2,9,9,15,Yes,No,f,1.7396935370977604,68.45626223766108,22.618702190968246,brown,0.0063899250417503,Art,Machine Learning
936,61.0,5,8,8,3,8,4,20,Yes,,m,1.6580555947817035,85.7093720632673,31.176699465971435,,0.0050958810867296,Drama,
937,68.0,7,8,4,2,8,8,16,Yes,No,m,1.665682596939197,61.57236920981612,22.192251646471977,gray,0.0053579440664634,Music,Data Science
938,54.0,7,7,1,1,11,9,15,Yes,No,f,1.6157666793708143,52.43120735660247,20.08318380131089,brown,0.0069470245598037,Art,Machine Learning
939,74.0,9,5,2,1,7,9,15,No,No,f,1.5796256318057829,73.50323262405982,29.457649815002725,,0.0025062914300061,,Drama
940,48.0,5,2,6,3,6,6,18,Yes,No,m,1.6550885329270768,82.3570135991941,30.064786943697413,gray,0.0086273129600561,Music,Biology
941,66.0,8,1,2,1,11,7,17,Yes,No,m,1.7068929105127189,56.97150164036382,19.554428037838942,brown,0.00282209919817,Biology,History
942,28.0,4,2,2,1,14,4,20,No,No,f,1.6174358014186767,63.15712638982521,24.14172274423196,gray,0.0040890124567589,Drama,Machine Learning
943,70.0,8,5,7,3,8,8,16,No,No,f,1.5822308582974711,85.9096172967138,34.31642862930129,brown,0.0072027084487768,Machine Learning,Drama
944,29.0,4,4,3,2,11,4,20,No,No,m,1.6932236040770354,79.28417455870898,27.65399506084256,gray,0.0089832638876788,,Algebra
945,87.0,10,2,8,3,6,6,18,Yes,No,m,1.6913163826292987,85.82953293057395,30.00454449005938,hazel,0.0054355842273692,Music,Machine Learning
946,45.0,6,3,2,1,10,8,16,Yes,No,m,1.685307286583391,62.84672429272455,22.12709748594875,gray,0.0019836641429179,PE,Drama
947,43.0,5,4,4,2,10,8,16,Yes,No,f,1.6161543324482472,81.90191587593863,31.356559099543304,gray,0.0099174138164567,Biology,Algebra
948,56.0,5,7,8,3,4,8,16,Yes,No,m,1.674441801263622,77.80116495737238,27.748913639484133,brown,0.0095767443693258,PE,Algebra
949,59.0,6,4,9,4,5,7,17,No,No,m,1.6948211896252083,77.32835882960579,26.920989754368502,brown,0.0061937815239164,PE,Algebra
950,62.0,9,7,2,1,7,8,16,Yes,No,f,1.620750391461387,71.7822965140836,27.3265671808228,brown,0.0096289689590013,Art,Data Science
951,80.0,9,1,6,3,10,6,18,Yes,No,m,1.776550997591283,69.82612556274168,22.12394587693097,brown,0.0028949292001909,Algebra,History
952,39.0,4,7,7,3,5,7,17,No,No,m,1.643383312603849,68.70269576436357,25.43876555639445,brown,0.004237513387703,Art,History
953,57.0,7,4,9,4,10,4,20,No,,f,1.5039330518297993,69.38151249762423,30.675154254277537,brown,0.0091154072862013,Biology,
954,84.0,9,4,6,3,12,4,20,No,No,f,1.5725220270236475,72.53193733596181,29.331603297018763,brown,0.0008046492358165,Music,PE
955,34.0,3,3,8,3,3,9,15,No,No,f,1.5364869032436728,64.2663864075814,27.22238397244045,green,0.0094845787468578,Algebra,Drama
956,53.0,6,5,6,3,11,4,20,Yes,No,f,1.6838190495134089,63.58117444551753,22.425271451180745,gray,0.0062440760157728,Biology,Drama
957,35.0,4,4,4,2,9,5,19,No,No,m,1.7780948353703383,65.4479726724904,20.70076319406773,brown,0.0080260291362001,Art,Algebra
958,42.0,4,4,6,3,7,6,18,No,No,f,1.5637344831646656,60.78314253815415,24.85748140519716,gray,0.0095735047855067,Music,Biology
959,59.0,7,2,8,3,8,7,17,No,No,m,1.7245781822125703,60.535662916777824,20.35380116757396,brown,0.0094856505658236,Art,Biology
960,93.0,9,5,9,4,6,7,17,Yes,No,m,1.7195168475492777,64.79085260446271,21.91294881818686,,0.0069509534987084,PE,Drama
961,58.0,6,3,8,3,6,4,20,Yes,No,f,1.6174526147067183,80.34880843653437,30.712580510315764,gray,0.0032360978000985,Machine Learning,PE
962,58.0,9,2,1,1,15,6,18,Yes,No,f,1.5961612733621178,64.58761463994458,25.35103566346407,brown,0.0032575140006166,Drama,History
963,75.0,8,8,5,2,5,9,15,Yes,No,f,1.6609084207324545,78.76998189114397,28.5541588825988,brown,0.0083483180718023,,History
964,55.0,6,5,7,3,9,6,18,No,,f,1.5827370278967572,84.15016765248564,33.59212363877064,brown,0.0020456599580006,Biology,Machine Learning
965,70.0,7,1,6,3,10,5,19,No,No,f,1.4847775873686124,74.76566991459325,33.914031754952184,brown,0.0072160352528494,,History
966,62.0,8,9,2,1,11,5,19,No,No,m,1.6468047603819458,77.49832195542199,28.57643653178291,brown,0.0050237649477222,Art,PE
967,41.0,6,7,1,1,12,5,19,No,No,m,1.6762666974394984,66.84902032147146,23.790787241888157,brown,0.0003731782573839,Algebra,PE
968,70.0,9,0,2,1,6,9,15,No,,f,1.591584630445045,71.84240377621782,28.36098967343184,brown,0.003879887205203,Drama,Data Science
969,77.0,7,4,8,3,6,8,16,No,,m,1.5993289382424896,67.09191241326322,26.229775921821147,brown,0.0060716176724746,Music,Machine Learning
970,84.0,8,3,7,3,7,9,15,No,Yes,m,1.6841154061347832,66.53547933948946,23.459005251484644,gray,0.0038759902016789,Drama,Algebra
971,41.0,4,8,7,3,8,6,18,No,No,m,1.6458934490249817,56.93279241405919,21.01643515276621,brown,0.006580480045081,PE,Art
972,49.0,6,4,5,2,7,5,19,No,No,f,1.566300754237536,97.40834183723328,39.70505814775911,green,0.0007933825016894,Music,Art
